Region;Sector;Material;Scenario;Unit;2020;2030;2050
USA;ICT;Br;HDS;t/yr;538,5681558;560,4113317;
USA;ICT;Cd;LDS;t/yr;0,011023462;0,008741605;
USA;ICT;Cd;HDS;t/yr;0,011023462;0,01147055;
USA;ICT;Ce;LDS;t/yr;6,905504105;5,460595926;
USA;ICT;Ce;HDS;t/yr;6,905504105;7,296278879;
USA;ICT;Cl;LDS;t/yr;15,38766159;12,20241553;
USA;ICT;Cl;HDS;t/yr;15,38766159;16,01175233;
USA;ICT;Co;LDS;t/yr;475,3598327;328,0929725;
USA;ICT;Co;HDS;t/yr;475,3598327;451,0222011;
USA;ICT;Cr;LDS;t/yr;1469,124575;1693,783595;
USA;ICT;Cr;HDS;t/yr;1469,124575;2514,781169;
USA;ICT;Cu;LDS;t/yr;10356,98858;12014,78417;
USA;ICT;Cu;HDS;t/yr;10356,98858;17815,24469;
USA;ICT;Dy;LDS;t/yr;10,64216416;11,41832559;
USA;ICT;Dy;HDS;t/yr;10,64216416;17,15550068;
USA;ICT;Epoxy Resins;LDS;t/yr;4866,212138;6834,77082;
USA;ICT;Epoxy Resins;HDS;t/yr;4866,212138;10401,38614;
USA;ICT;Eu;LDS;t/yr;0,008970508;0,006170438;
USA;ICT;Eu;HDS;t/yr;0,008970508;0,008474579;
USA;ICT;Fe;LDS;t/yr;56599,1953;77982,47106;
USA;ICT;Fe;HDS;t/yr;56599,1953;118453,3077;
USA;ICT;Ga;LDS;t/yr;2,25042843;1,895118094;
USA;ICT;Ga;HDS;t/yr;2,25042843;2,691064642;
USA;ICT;Gd;LDS;t/yr;1,680971082;1,311721551;
USA;ICT;Gd;HDS;t/yr;1,680971082;1,879170529;
USA;ICT;Ge;LDS;t/yr;0,328591081;0,419762282;
USA;ICT;Ge;HDS;t/yr;0,328591081;0,634051559;
USA;ICT;Glass fibre;LDS;t/yr;7119,69376;9999,867201;
USA;ICT;Glass fibre;HDS;t/yr;7119,69376;15218,13721;
USA;ICT;Hf;LDS;t/yr;0,121344;0,094892269;
USA;ICT;Hf;HDS;t/yr;0,121344;0,136032;
USA;ICT;Hg;LDS;t/yr;0,019202997;0,015227977;
USA;ICT;Hg;HDS;t/yr;0,019202997;0,01998183;
USA;ICT;In;LDS;t/yr;3,186852045;2,475448371;
USA;ICT;In;HDS;t/yr;3,186852045;3,311051777;
USA;ICT;Li;LDS;t/yr;0,161792;0,126523026;
USA;ICT;Li;HDS;t/yr;0,161792;0,181376;
USA;ICT;Mg;LDS;t/yr;5742,963757;4407,833819;
USA;ICT;Mg;HDS;t/yr;5742,963757;5972,926965;
USA;ICT;Mn;LDS;t/yr;1235,586333;1549,303193;
USA;ICT;Mn;HDS;t/yr;1235,586333;2316,066741;
USA;ICT;Mo;LDS;t/yr;405,8407735;556,279061;
USA;ICT;Mo;HDS;t/yr;405,8407735;844,1082837;
USA;ICT;Nb;LDS;t/yr;0,810533541;0,632960655;
USA;ICT;Nb;HDS;t/yr;0,810533541;0,904034166;
USA;ICT;Nd;LDS;t/yr;200,2106459;216,9133055;
USA;ICT;Nd;HDS;t/yr;200,2106459;326,3313632;
USA;ICT;Ni;LDS;t/yr;1722,412057;2038,066671;
USA;ICT;Ni;HDS;t/yr;1722,412057;3040,217207;
USA;ICT;Pb;LDS;t/yr;57,69451695;45,73754056;
USA;ICT;Pb;HDS;t/yr;57,69451695;60,18607728;
USA;ICT;Pd;LDS;t/yr;3,133578173;3,473717887;
USA;ICT;Pd;HDS;t/yr;3,133578173;5,078825171;
USA;ICT;Plastic;LDS;t/yr;7045,698145;9663,304069;
USA;ICT;Plastic;HDS;t/yr;7045,698145;14693,81629;
USA;ICT;Pr;LDS;t/yr;53,4552481;56,31767448;
USA;ICT;Pr;HDS;t/yr;53,4552481;84,65057863;
USA;ICT;Pt;LDS;t/yr;0,102222346;0,079951052;
USA;ICT;Pt;HDS;t/yr;0,102222346;0,114507055;
USA;ICT;Ru;LDS;t/yr;0,065286709;0,083937531;
USA;ICT;Ru;HDS;t/yr;0,065286709;0,130531054;
USA;ICT;Sb;LDS;t/yr;78,15093945;102,0830743;
USA;ICT;Sb;HDS;t/yr;78,15093945;153,2729081;
USA;ICT;Si;LDS;t/yr;2724,953322;2452,984414;
USA;ICT;Si;HDS;t/yr;2724,953322;3542,283488;
USA;ICT;Sn;LDS;t/yr;294,0398685;257,8117806;
USA;ICT;Sn;HDS;t/yr;294,0398685;363,7094009;
USA;ICT;Sr;LDS;t/yr;147,3447437;114,685938;
USA;ICT;Sr;HDS;t/yr;147,3447437;158,8027369;
USA;ICT;Steel;LDS;t/yr;10249,60128;7905,089162;
USA;ICT;Steel;HDS;t/yr;10249,60128;10717,24489;
USA;ICT;Synthetic rubber;LDS;t/yr;134,7192;187,4123033;
USA;ICT;Synthetic rubber;HDS;t/yr;134,7192;284,0435259;
USA;ICT;Ta;LDS;t/yr;27,1304412;21,41820469;
USA;ICT;Ta;HDS;t/yr;27,1304412;28,80565877;
USA;ICT;Tb;LDS;t/yr;6,478441131;8,153141149;
USA;ICT;Tb;HDS;t/yr;6,478441131;12,65563715;
USA;ICT;Ti;LDS;t/yr;147,6916829;146,7672828;
USA;ICT;Ti;HDS;t/yr;147,6916829;208,9918314;
USA;ICT;V;LDS;t/yr;2,32458361;1,81449159;
USA;ICT;V;HDS;t/yr;8,287311462;11,48114069;
USA;ICT;W;LDS;t/yr;48,85469022;38,16354504;
USA;ICT;W;HDS;t/yr;48,85469022;54,62685473;
USA;ICT;Y;LDS;t/yr;0,093448985;0,072053751;
USA;ICT;Y;HDS;t/yr;0,093448985;0,095369214;
USA;ICT;Zn;LDS;t/yr;911,5619666;1041,443865;
USA;ICT;Zn;HDS;t/yr;911,5619666;1534,861781;
USA;ICT;Zr;LDS;t/yr;10,72420891;9,76501323;
USA;ICT;Zr;HDS;t/yr;10,72420891;14,66072567;
China;ICT;Ag;LDS;t/yr;25,06056813;20,49460576;
China;ICT;Ag;HDS;t/yr;25,06056813;30,2095411;
China;ICT;Al;LDS;t/yr;16757,28784;20917,24906;
China;ICT;Al;HDS;t/yr;16757,28784;31467,64135;
China;ICT;As;LDS;t/yr;3,427620216;2,576296268;
China;ICT;As;HDS;t/yr;3,427620216;3,691306031;
China;ICT;Au;LDS;t/yr;15,92019592;16,97886011;
China;ICT;Au;HDS;t/yr;15,92019592;24,59946901;
China;ICT;B;LDS;t/yr;79,37541161;59,36839562;
China;ICT;B;HDS;t/yr;79,37541161;90,21947209;
China;ICT;Ba;LDS;t/yr;337,8567456;253,4744419;
China;ICT;Ba;HDS;t/yr;337,8567456;360,7368617;
China;ICT;Be;LDS;t/yr;0,171185913;0,126939065;
China;ICT;Be;HDS;t/yr;0,171185913;0,191210384;
China;ICT;Bi;LDS;t/yr;1,960537237;1,467153588;
China;ICT;Bi;HDS;t/yr;1,960537237;2,190230818;
China;ICT;Br;LDS;t/yr;571,0110757;427,0845437;
China;ICT;Br;HDS;t/yr;571,0110757;649,0211108;
China;ICT;Cd;LDS;t/yr;0,011687506;0,008741605;
China;ICT;Cd;HDS;t/yr;0,011687506;0,013284223;
China;ICT;Ce;LDS;t/yr;9,940978112;7,463894202;
China;ICT;Ce;HDS;t/yr;9,940978112;10,83377896;
China;ICT;Cl;LDS;t/yr;16,31460216;12,20241553;
China;ICT;Cl;HDS;t/yr;16,31460216;18,54346031;
China;ICT;Co;LDS;t/yr;389,9887058;275,9381392;
China;ICT;Co;HDS;t/yr;389,9887058;391,1334309;
China;ICT;Cr;LDS;t/yr;1423,12818;1886,465985;
China;ICT;Cr;HDS;t/yr;1423,12818;2732,078683;
China;ICT;Cu;LDS;t/yr;6953,921554;11133,86111;
China;ICT;Cu;HDS;t/yr;6953,921554;16417,00722;
China;ICT;Dy;LDS;t/yr;9,615795625;12,47153581;
China;ICT;Dy;HDS;t/yr;9,615795625;18,32392765;
China;ICT;Epoxy Resins;LDS;t/yr;766,7970642;5030,544259;
China;ICT;Epoxy Resins;HDS;t/yr;766,7970642;7655,652945;
China;ICT;Eu;LDS;t/yr;0,006981937;0,004911086;
China;ICT;Eu;HDS;t/yr;0,006981937;0,006983762;
China;ICT;Fe;LDS;t/yr;8918,661077;57396,84365;
China;ICT;Fe;HDS;t/yr;8918,661077;87184,28498;
China;ICT;Ga;LDS;t/yr;4,989278068;3,95647995;
China;ICT;Ga;HDS;t/yr;4,989278068;5,466612089;
China;ICT;Gd;LDS;t/yr;4,91117;3,706607017;
China;ICT;Gd;HDS;t/yr;4,91117;5,022205274;
China;ICT;Ge;LDS;t/yr;0,225285899;0,409867576;
China;ICT;Ge;HDS;t/yr;0,225285899;0,600773523;
China;ICT;Glass fibre;LDS;t/yr;1121,891138;7360,126019;
China;ICT;Glass fibre;HDS;t/yr;1121,891138;11200,88951;
China;ICT;Hf;LDS;t/yr;0,359232;0,271210943;
China;ICT;Hf;HDS;t/yr;0,359232;0,367392;
China;ICT;Hg;LDS;t/yr;0,020359771;0,015227977;
China;ICT;Hg;HDS;t/yr;0,020359771;0,023141269;
China;ICT;In;LDS;t/yr;4,137723901;3,089097153;
China;ICT;In;HDS;t/yr;4,137723901;4,499108077;
China;ICT;Li;LDS;t/yr;0,478976;0,361614591;
China;ICT;Li;HDS;t/yr;0,478976;0,489856;
China;ICT;Mg;LDS;t/yr;8477,351762;6327,558648;
China;ICT;Mg;HDS;t/yr;8477,351762;9017,852434;
China;ICT;Mn;LDS;t/yr;477,7209204;1234,652939;
China;ICT;Mn;HDS;t/yr;477,7209204;1860,308682;
China;ICT;Mo;LDS;t/yr;82,72212733;420,5134186;
China;ICT;Mo;HDS;t/yr;82,72212733;635,9911599;
China;ICT;Nb;LDS;t/yr;2,316077695;1,747847306;
China;ICT;Nb;HDS;t/yr;2,316077695;2,371991599;
China;ICT;Nd;LDS;t/yr;172,5232049;231,5552395;
China;ICT;Nd;HDS;t/yr;172,5232049;341,2610812;
China;ICT;Ni;LDS;t/yr;1469,882812;2145,601649;
China;ICT;Ni;HDS;t/yr;1469,882812;3120,941709;
China;ICT;Pb;LDS;t/yr;64,45445425;48,25561267;
China;ICT;Pb;HDS;t/yr;64,45445425;72,68879784;
China;ICT;Pd;LDS;t/yr;2,462899555;3,349249863;
China;ICT;Pd;HDS;t/yr;2,462899555;4,960769754;
China;ICT;Plastic;LDS;t/yr;1110,231223;7112,408022;
China;ICT;Plastic;HDS;t/yr;1110,231223;10814,97758;
China;ICT;Pr;LDS;t/yr;49,90678827;62,65485394;
China;ICT;Pr;HDS;t/yr;49,90678827;91,51562401;
China;ICT;Pt;LDS;t/yr;0,300528751;0,22688328;
China;ICT;Pt;HDS;t/yr;0,300528751;0,307488422;
China;ICT;Ru;LDS;t/yr;0,010287603;0,061779901;
China;ICT;Ru;HDS;t/yr;0,010287603;0,096073777;
China;ICT;Sb;LDS;t/yr;23,80728468;77,88230542;
China;ICT;Sb;HDS;t/yr;23,80728468;118,4721379;
China;ICT;Si;LDS;t/yr;5639,414754;4733,187066;
China;ICT;Si;HDS;t/yr;5639,414754;6558,376464;
China;ICT;Sn;LDS;t/yr;481,6242654;404,2477131;
China;ICT;Sn;HDS;t/yr;481,6242654;570,8398846;
China;ICT;Sr;LDS;t/yr;309,2676256;232,6145715;
China;ICT;Sr;HDS;t/yr;309,2676256;322,4977248;
China;ICT;Steel;LDS;t/yr;15708,08929;11744,16303;
China;ICT;Steel;HDS;t/yr;15708,08929;16710,04805;
China;ICT;Synthetic rubber;LDS;t/yr;21,22848;137,9396488;
China;ICT;Synthetic rubber;HDS;t/yr;21,22848;209,0623908;
China;ICT;Ta;LDS;t/yr;42,63400806;32,03502922;
China;ICT;Ta;HDS;t/yr;42,63400806;45,97394797;
China;ICT;Tb;LDS;t/yr;1,020845269;6,000894321;
China;ICT;Tb;HDS;t/yr;1,020845269;9,314832125;
China;ICT;Ti;LDS;t/yr;150,2946309;158,2440432;
China;ICT;Ti;HDS;t/yr;150,2946309;232,8799971;
China;ICT;V;LDS;t/yr;6,679938088;5,041051777;
China;ICT;V;HDS;t/yr;7,619519446;13,37912596;
China;ICT;W;LDS;t/yr;142,3087759;107,4141646;
China;ICT;W;HDS;t/yr;142,3087759;145,6088621;
China;ICT;Y;LDS;t/yr;0,093578119;0,069314811;
China;ICT;Y;HDS;t/yr;0,093578119;0,104291966;
China;ICT;Zn;LDS;t/yr;658,6459022;985,7937755;
China;ICT;Zn;HDS;t/yr;658,6459022;1454,300373;
China;ICT;Zr;LDS;t/yr;21,30295035;18,79949589;
China;ICT;Zr;HDS;t/yr;21,30295035;26,20315778;
World;ICT;Ag;LDS;t/yr;168,0383919;145,12491;
World;ICT;Ag;HDS;t/yr;168,0383919;206,031833;
World;ICT;Al;LDS;t/yr;130865,3096;131312,5077;
World;ICT;Al;HDS;t/yr;130865,3096;191589,8267;
World;ICT;As;LDS;t/yr;18,98974376;16,07196304;
World;ICT;As;HDS;t/yr;18,98974376;23,01024756;
World;ICT;Au;LDS;t/yr;94,45949265;92,20703352;
World;ICT;Au;HDS;t/yr;94,45949265;134,4180769;
World;ICT;B;LDS;t/yr;597,5559782;516,8043429;
World;ICT;B;HDS;t/yr;597,5559782;731,569656;
World;ICT;Ba;LDS;t/yr;1818,525457;1517,869492;
World;ICT;Ba;HDS;t/yr;1818,525457;2169,804022;
World;ICT;Be;LDS;t/yr;1,276323407;1,068581858;
World;ICT;Be;HDS;t/yr;1,276323407;1,500400585;
World;ICT;Bi;LDS;t/yr;13,60872741;11,66860021;
World;ICT;Bi;HDS;t/yr;13,60872741;16,54611999;
World;ICT;Br;LDS;t/yr;4298,7;3717,788642;
World;ICT;Br;HDS;t/yr;4298,7;5262,768;
World;ICT;Cd;LDS;t/yr;0,087986181;0,076096034;
World;ICT;Cd;HDS;t/yr;0,087986181;0,107718812;
World;ICT;Ce;LDS;t/yr;59,34929191;50,52663929;
World;ICT;Ce;HDS;t/yr;59,34929191;72,1120091;
World;ICT;Cl;LDS;t/yr;122,82;106,2225326;
World;ICT;Cl;HDS;t/yr;122,82;150,3648;
World;ICT;Co;LDS;t/yr;2652,282775;1771,562505;
World;ICT;Co;HDS;t/yr;2652,282775;2332,037028;
World;ICT;Cr;LDS;t/yr;8333,753144;9122,564306;
World;ICT;Cr;HDS;t/yr;8333,753144;13527,62124;
World;ICT;Cu;LDS;t/yr;50793,15298;57601,81196;
World;ICT;Cu;HDS;t/yr;50793,15298;84961,17808;
World;ICT;Dy;LDS;t/yr;59,38776423;62,30492617;
World;ICT;Dy;HDS;t/yr;59,38776423;93,10886847;
World;ICT;Epoxy Resins;LDS;t/yr;14746,09739;24592,47371;
World;ICT;Epoxy Resins;HDS;t/yr;14746,09739;37425,66094;
World;ICT;Eu;LDS;t/yr;0,04905;0,032437306;
World;ICT;Eu;HDS;t/yr;0,04905;0,04245;
World;ICT;Fe;LDS;t/yr;171512,713;280591,9788;
World;ICT;Fe;HDS;t/yr;171512,713;426211,7826;
World;ICT;Ga;LDS;t/yr;21,35896393;18,09754178;
World;ICT;Ga;HDS;t/yr;21,35896393;26,35055367;
World;ICT;Gd;LDS;t/yr;18,417308;14,93843979;
World;ICT;Gd;HDS;t/yr;18,417308;21,84054327;
World;ICT;Ge;LDS;t/yr;1,496207452;1,89096293;
World;ICT;Ge;HDS;t/yr;1,496207452;2,841466259;
World;ICT;Glass fibre;LDS;t/yr;21574,82958;35980,93889;
World;ICT;Glass fibre;HDS;t/yr;21574,82958;54757,01368;
World;ICT;Hf;LDS;t/yr;1,341548752;1,089941954;
World;ICT;Hf;HDS;t/yr;1,341548752;1,594753513;
World;ICT;Hg;LDS;t/yr;0,153272939;0,132560167;
World;ICT;Hg;HDS;t/yr;0,153272939;0,187647409;
World;ICT;In;LDS;t/yr;25,75198384;21,50897134;
World;ICT;In;HDS;t/yr;25,75198384;30,47481548;
World;ICT;Li;LDS;t/yr;1,78873167;1,453255939;
World;ICT;Li;HDS;t/yr;1,78873167;2,126338017;
World;ICT;Mg;LDS;t/yr;47148,33229;38560,30095;
World;ICT;Mg;HDS;t/yr;47148,33229;54720,86406;
World;ICT;Mn;LDS;t/yr;5011,620793;6560,3583;
World;ICT;Mn;HDS;t/yr;5011,620793;9782,127017;
World;ICT;Mo;LDS;t/yr;1283,638323;2042,858823;
World;ICT;Mo;HDS;t/yr;1283,638323;3098,152527;
World;ICT;Nb;LDS;t/yr;8,799679375;7,1509388;
World;ICT;Nb;HDS;t/yr;8,799679375;10,44617658;
World;ICT;Nd;LDS;t/yr;1093,261226;1162,414146;
World;ICT;Nd;HDS;t/yr;1093,261226;1739,560534;
World;ICT;Ni;LDS;t/yr;9048,895618;10285,77371;
World;ICT;Ni;HDS;t/yr;9048,895618;15292,46398;
World;ICT;Pb;LDS;t/yr;465,7062719;401,7629454;
World;ICT;Pb;HDS;t/yr;465,7062719;569,4600562;
World;ICT;Pd;LDS;t/yr;17,66480564;18,9514895;
World;ICT;Pd;HDS;t/yr;17,66480564;27,81362812;
World;ICT;Plastic;LDS;t/yr;21350,60044;34769,93706;
World;ICT;Plastic;HDS;t/yr;21350,60044;52870,43271;
World;ICT;Pr;LDS;t/yr;297,5119243;304,9418299;
World;ICT;Pr;HDS;t/yr;297,5119243;454,3502427;
World;ICT;Pt;LDS;t/yr;1,126755912;0,915894566;
World;ICT;Pt;HDS;t/yr;1,126755912;1,339733142;
World;ICT;Ru;LDS;t/yr;0,197838512;0,302019127;
World;ICT;Ru;HDS;t/yr;0,197838512;0,469669226;
World;ICT;Sb;LDS;t/yr;299,2672829;418,352255;
World;ICT;Sb;HDS;t/yr;299,2672829;627,4643032;
World;ICT;Si;LDS;t/yr;24155,73836;21071,25129;
World;ICT;Si;HDS;t/yr;24155,73836;30812,65655;
World;ICT;Sn;LDS;t/yr;2413,489607;2108,269854;
World;ICT;Sn;HDS;t/yr;2413,489607;3049,392272;
World;ICT;Sr;LDS;t/yr;1399,114517;1149,073133;
World;ICT;Sr;HDS;t/yr;1399,114517;1657,163168;
World;ICT;Steel;LDS;t/yr;85885,8788;70615,28805;
World;ICT;Steel;HDS;t/yr;85885,8788;100459,9282;
World;ICT;Synthetic rubber;LDS;t/yr;408,24;674,3360186;
World;ICT;Synthetic rubber;HDS;t/yr;408,24;1022,028847;
World;ICT;Ta;LDS;t/yr;238,6755511;202,0124204;
World;ICT;Ta;HDS;t/yr;238,6755511;289,0330603;
World;ICT;Tb;LDS;t/yr;19,63163979;29,33615693;
World;ICT;Tb;HDS;t/yr;19,63163979;45,53677541;
World;ICT;Ti;LDS;t/yr;993,1518269;966,2018132;
World;ICT;Ti;HDS;t/yr;993,1518269;1402,581236;
World;ICT;V;LDS;t/yr;25,286262;20,53290131;
World;ICT;V;HDS;t/yr;43,35513428;61,97793514;
World;ICT;W;LDS;t/yr;535,3121506;434,7557184;
World;ICT;W;HDS;t/yr;535,3121506;635,6202243;
World;ICT;Y;LDS;t/yr;0,696839857;0,580956793;
World;ICT;Y;HDS;t/yr;0,696839857;0,814841064;
World;ICT;Zn;LDS;t/yr;4745,646704;5270,545156;
World;ICT;Zn;HDS;t/yr;4745,646704;7757,804874;
World;ICT;Zr;LDS;t/yr;88,6556899;78,29975427;
World;ICT;Zr;HDS;t/yr;88,6556899;116,4898217;
